Signature,Time,Action,From,Amount,Value,Platform,Source
5FjPgoTfpuimkYn4xMyaLcSTv1x365y2XYj1CtGDbZHAg7Z5p1pZYDMqzAf7XuR2yMkdRpGxQoYZmccbrtkBM2qb,2025-03-04 20:40:03,ACTIVITY_TOKEN_REMOVE_LIQ,9NZk17WEsbaYwH16gxKYKkkubUZdkkvSW5LHvoHUCc54,1986115.75712479,13427.095539118867,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4JnL17UEQrBtkh9fJ68XxWkM2F8qpZWJQ4WQsQiPVWQGWRALJiUgJGkUBQrTBfyo12gZ9dD4QW6juyAR2ubCs2Rn,2025-03-04 20:30:07,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.049525,7.05575472744,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, DEXYosS6oEGvk8uCDayvwEZz4qEyDJRf9nFgYCaqPMTm"
yaNBci6Z1iw3hpuZp1BQ2xc25J3KSLAmyoFCyfDcWsaAfR8iGSFmvqQkKV6L1uwxoDT6ju6vzpGy7jCzbq34zwi,2025-03-04 20:05:34,ACTIVITY_TOKEN_SWAP,93BsGh7tyvRj8wkbWVMt2PT31jSc9sNpDNbJhyPWmPAv,330.77207744,1.0998,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
yaNBci6Z1iw3hpuZp1BQ2xc25J3KSLAmyoFCyfDcWsaAfR8iGSFmvqQkKV6L1uwxoDT6ju6vzpGy7jCzbq34zwi,2025-03-04 20:05:34,ACTIVITY_TOKEN_SWAP,93BsGh7tyvRj8wkbWVMt2PT31jSc9sNpDNbJhyPWmPAv,0.007640877,1.09363872501,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
65n8ic919rDidcpyGV6NTEapc1vTqYueiYX7RjMPo8s8vskCcp6fmvjiweXGi4K72JZZQiK4MshjuqtByQNVf2iA,2025-03-04 18:54:37,ACTIVITY_AGG_TOKEN_SWAP,Gry7y2B4nwHVggZgNXwdoqYu2b2J1XWFDXJvdpQvRqv4,0.009456754,1.36835725096,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
Y9w3wkYD188nDGTLGvH1re5uJfVUfxbviC1LTuBbMTzR3WPLChUPYnEeggMUm1Cvs4XLCc2fbzKXfF9t8gYxmCx,2025-03-04 18:54:37,ACTIVITY_TOKEN_SWAP,Cy8HEkWe4xqC62A9d4ZUzHS34CugT9SNLxgRazXYibW,101.01136384,0.3547956269589942,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
27GZfoHrQSbcNNmEh3oMjGdZexQvqf81BD8HZqGPCuLkd2buie3NR7vJdghWfrG1n5g3VV4uMAVn7gdDHihranUP,2025-03-04 18:35:49,ACTIVITY_AGG_TOKEN_SWAP,Cy8HEkWe4xqC62A9d4ZUzHS34CugT9SNLxgRazXYibW,0.00230769,0.33281505180000004,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3EGX6LwpLyin4Baiuchttrouj6VpP79eqy7FCbAzXMaZeLY3jYvrPrGiiseBBYMscu7DZww7DLFd3TeBxwfjKigy,2025-03-04 13:27:44,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050195,7.29806032098,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
5c8o7DwRJFX9oTqcKVoBDYx7zrTJjbECiBzwHhKTGAWRnLPj5CcmxsHR8LCawBB8CGHy9JZvasjoKwynDZAPhjDa,2025-03-04 11:29:31,ACTIVITY_AGG_TOKEN_SWAP,A1p5vwAHgLbK1HTooAixLWbqJAAnH2sZipExqpDXVDzY,306.66074436,1.0122454131870728,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
Fb1R54Aw6t4HYwDD8QdBATc3UKLQB9zgyRzKnMb3MqPh3iB4AL8nCG1YF6g86L9PTqjrg25oBRKQ64WSWSvEjG8,2025-03-04 10:54:56,ACTIVITY_TOKEN_SWAP,FkdDHrM8j8psKbxuwjV1jBKCM2JGPygkj7WCX8sSCzNm,1019.52664455,3.6275193226970917,CNCBEUHgsEwXRkc5ov5f42gnHnmtrmv3BoG7TdtyKMen,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
Fb1R54Aw6t4HYwDD8QdBATc3UKLQB9zgyRzKnMb3MqPh3iB4AL8nCG1YF6g86L9PTqjrg25oBRKQ64WSWSvEjG8,2025-03-04 10:54:56,ACTIVITY_TOKEN_SWAP,FkdDHrM8j8psKbxuwjV1jBKCM2JGPygkj7WCX8sSCzNm,0.023593497,3.3325814512500003,CNCBEUHgsEwXRkc5ov5f42gnHnmtrmv3BoG7TdtyKMen,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2T4TfVfaPSpSFthpZ6Dnw65U8ZkjTrti5xHbyeu4yhovL96GonUGeaS5iW56poohEKn1aWn9Z6U82PeSBuSUMy8e,2025-03-04 10:54:55,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.050055,7.077754435,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
4TvPuqcwEnbutXtARzkqXhNqgRArT7e4A6QE5UAWiksnopFuBmAJo2TzjuwbCfAd2HcEBTNfqaSPhhCPcWYd6mCw,2025-03-04 09:26:39,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.04969,6.929383635060001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
5ozAri8d31UQD8gZQkhA1CbCfRBgh6moSJWRmxmUDzMdNauV43cXPHuFW9i3XM9Nvj3SWmV7prF5igG4o4RVekfP,2025-03-04 08:54:32,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.0495,6.646694279039999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
5FR7Ve6TwB5KJjzbWLcqM1dL1AE6WbSnMDptQWACaCF1tT7A7AJrYGoQ5c9csJFBL9csd4qHMxfoGucx7EnV2org,2025-03-04 08:36:29,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.049975,6.72641114308,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo"
3GRj3yDQMkSLwYw4fXp7NvUJvXEzRrb2dStJGK7obLRDQUMvkEkxZ3hnqBv1fPcEAwjdCn8bVnNdbWiMG7F3q3j,2025-03-04 07:01:06,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.04986,7.000446773319999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, HyaB3W9q6XdA5xwpU4XnSZV94htfmbmqJXZcEbRaJutt"
5RfvD4TBBtdbZhoVXc4RCCcGVoQBDS7PwyNUWQieKMLqiXqS62SFcz52KuhpJFM8XK8RnSwAyy8HZ8K2RAdyqJDf,2025-03-04 06:44:16,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.049805,7.107766413119999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
3AiUmJinH1ArUBDcvFpdCmH1eefGLtbhou87TQ8h9n8fBuz4YSBTTMEmvRNoZAMWGE5mS3H64M7BeMqp2mDacNaQ,2025-03-04 06:40:58,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.0050215,0.6911292660100001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"DEXYosS6oEGvk8uCDayvwEZz4qEyDJRf9nFgYCaqPMTm, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
67UJNJQsngZTEzb116UKZ2Vou6Ns7TyKyLExTKFu4V6tAhuP6Cg3S4C79kkGwK5FZ1twfxXGQTbHQ5KLE2QNDahA,2025-03-04 02:19:44,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050025,6.83260428444,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe"
5VVfzg6qcoMsGNFp3hx5hDPF4d8MasUevHdjHwDZHYvTb66ctskeVpQebKpsyKzReGCN166NrTWhARjvy9W1d63W,2025-03-03 21:07:49,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04966,6.805744218899999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"swapFpHZwjELNnjvThjajtiVmkz3yPQEHjLtka2fwHW, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
2ASHETRQHZk6ha7kedGNo7frZnPzAZ4pFpWuLAoLQaKtCZSBDZTAiQqrmtoxVp46X7eatzZm57o4j1hGF4zoSzSs,2025-03-03 18:07:37,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.050055,6.9015667122,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, H8W3ctz92svYg6mkn1UtGfu2aQr2fnUFHM1RhScEtQDt"
4eeYFimGmJ8GHikREXcaGr7hkXXUvtsvph8vuTmRwthxy2dygXQueykVeELR1XjYRoKm8VsRHq5MVUHLWfps3Sy1,2025-03-03 18:07:36,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.0049955,0.69695408295,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc"
yxAns1gN2P9F26TfvuFcrBQEf4YooH2jvbfJRoZBAYE3C5jcu392MBdKiBZQNuTji5acdBvtzQQZZUUze7Gdt94,2025-03-03 18:07:34,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.0049595,0.69345650955,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc"
4rcSnoP2Bt6hnhbziECznf6jsZYpCYP9NPp8wv1V4eU3JpwvxJ5zJHj7SwRWo9L6e89b4J4QHUq8zV6AK8n7JFmh,2025-03-03 17:37:26,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.04983,7.05566970736,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y"
3ehGsUSz5iEa3Kfn9VbSQ8S2n7bXUdhso9P1bDwYtSNELGa4xhqkUQG5bep1H8CTzzwTAn5E1TybXATnZ5mU1MzZ,2025-03-03 11:36:24,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.049985,7.38485432352,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, 2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c"
25RSK4iUoVVEnXy2gk8WUf8vBNtMsHcKuMNQtcKeU1LX64Hj634mnuxDNkCgBKiVYfSBXmbFpiA73HaQdfECBdcr,2025-03-03 10:40:38,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.049945,7.6056618271200005,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, H8W3ctz92svYg6mkn1UtGfu2aQr2fnUFHM1RhScEtQDt"
2Wv1Ea81qDDYCzBp5QpijdsWjWXfsfCSPTNEULvM3KVtxJczbRVncD6cRRwQGaXhgnWXMNykkAK6UqQChXYVgwpL,2025-03-03 10:20:30,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.05027,7.832727964960001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, H8W3ctz92svYg6mkn1UtGfu2aQr2fnUFHM1RhScEtQDt"
3ZaVLsCs4jmH1ivECsnABQLth4RNrdvorAqkuZuUgHAPzH7GB7rVVYmLQW7XLjKJaQpKfKL7SbCgp9CW4F1Pqupw,2025-03-03 07:09:37,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.04996,7.920920141280001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y"
66aZT15pk1ZfRJPE5LeT8wqYPD7Vc6SZ4WLrrDbVXHZ3Hk3fc4uLvmY5Vca31Y54rN1tgdUAMzhSejapf4hX28Uf,2025-03-03 05:44:13,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.0495,8.21259294336,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
4Nrmp7ePtXfUeT9rKVvHUBqjax6JYHUqUw81UL9mYvvEGjRJhpN98CL82xeVKMVvHXHwtUt8LASH6yKQyRCqXMS5,2025-03-03 00:41:37,ACTIVITY_AGG_TOKEN_SWAP,4Cihk9cSXANqFyqS4P4C6cLJDXXo4EGooRGjAtsqrrxU,0.05,8.041500000000001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
Ss9Ft8g4dgBYZVLixXXxGQjFY5PfrY9ctdACcnKJMJQ4uhozcr84dzsihoKzzQewdMihitECr5kHeqz4646fdYN,2025-03-02 22:52:24,ACTIVITY_AGG_TOKEN_SWAP,EQyYgCnwwZxuh3SfnrFBEiFqDUUSfpqiDorf66eqdEcz,0.05041,8.33231456064,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe"
3g74vuLiY8EedFpNUb1PjuvgcdKznNHbzriddw7RYRX91Hoa796Ctof4AF95AL92YoCXDSfSWj99zjnspR8MsuX3,2025-03-02 20:11:25,ACTIVITY_TOKEN_SWAP,F4XWQFq7qzaEPLTKP44KJjbQ4JBcnzcPYPrTnUG64Zbn,0.05,8.495000000000001,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3tFu3xbpt1oE8V31rRcTrMrJjyhH73eshzUon3KYopp7s5SsWWPJq6d1htsTSuAjTegtJtt4jMVtKphA9ztb7A83,2025-03-02 19:20:05,ACTIVITY_AGG_TOKEN_SWAP,8ErCatjtcrbZPECkTMZtbh7cr98aoP442rvYAbpj322e,0.009216012,1.5720496506000001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2kacW8vGKosr6t7BaxT7xk7WF4MGHzbwrTHo2vXLr66vHS5s4yHvqw5Ro3TU3n79ABi5LW8D1tPXCkUwwb6A5gCz,2025-03-02 19:20:04,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,1042.66002446,4.00816796292,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2kacW8vGKosr6t7BaxT7xk7WF4MGHzbwrTHo2vXLr66vHS5s4yHvqw5Ro3TU3n79ABi5LW8D1tPXCkUwwb6A5gCz,2025-03-02 19:20:04,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,631.5765327,4.050219060692265,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4f8qhcERTpb5KZ9RRghbHh5VxQpz82QPhkaVg1piZ9bV6sLu5QLXDMviYz1fdJcLKNSWu2D1KXSBa16xeQcWvjgD,2025-03-02 19:20:04,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,1050.08161247,4.04418933468,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4f8qhcERTpb5KZ9RRghbHh5VxQpz82QPhkaVg1piZ9bV6sLu5QLXDMviYz1fdJcLKNSWu2D1KXSBa16xeQcWvjgD,2025-03-02 19:20:04,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,635.90828689,4.079048263417549,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
28cZ6xbr7tGLqQQMjE7eyYmpvfV7sNvnxNcnbGyMFokNPyqy5AjeD9ATCdja3rUA3VwpXgyqmNVgkRLzivoUXcnH,2025-03-02 19:03:16,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,1326.30754274,5.141043336300001,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
28cZ6xbr7tGLqQQMjE7eyYmpvfV7sNvnxNcnbGyMFokNPyqy5AjeD9ATCdja3rUA3VwpXgyqmNVgkRLzivoUXcnH,2025-03-02 19:03:16,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,802.92574386,5.1199551352480235,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
51FB7CNoHtk5MzJetxYjiCTSwbGodw2Y9oHwRgVFHAJbuwnhHppUTdxonUptq2ye8G2fZqa7gAMUVzeeacShkMYa,2025-03-02 19:03:15,ACTIVITY_AGG_TOKEN_SWAP,4FUdpSXQEGpKioMooSA9KCP95EEqVfEANxihK3YgoSjJ,0.04995,8.542449000000001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
62jZbSMRq515rXkocEz33KLxDzMNK77wmhTgqzFM5uYomJ564rGyZ7qH1WRWyhMUNPQfp63H2nfjQnzHnrsMrS7y,2025-03-02 18:46:48,ACTIVITY_TOKEN_SWAP,8cXc5R3kSom122y5PnHn9QqMCVZ5s2HaXQ2bDUSEZiJK,0.1,17.102,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5DHSU9wx3fRk9k3y9mW2jRSDTiBHFxytsn2wwoPAK5VaDLDmfYURGvwh8BAG4E6mkbURQoWkE3N3XPXJEedvmLNh,2025-03-02 18:13:43,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04974,8.5717102828,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo"
3pgVWnxLzAxXGSwm9kzumvkZhac4748WmHsPnTusR9is8BMBjyDyFx8GvbkpaNM7YsHDJb7X4BWb1JV5dTyfY1BG,2025-03-02 16:13:41,ACTIVITY_AGG_TOKEN_SWAP,f6F9XK7w3xsfu5PLy98j3tJbTk2R9Vus47Pc8NzBfgc,0.011996357,2.1267255868,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2KgByxZr3ooG6QB1oFAuC7s8BSFnHgVdky9RbZkBuP5CoiLR1RkuV4CZ4mz4WjSUUrGtWwaGDn64atoNTqF2b4R5,2025-03-02 16:13:40,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050065,8.87138267336,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc"
6irJ4WKWkSn14aN1vctecgSRAVV9g3j6741LhvoGzCxP79TFEFBkvUnR9Ld2shN9oQpbjyNEBeNCBUDrihXzCkp,2025-03-02 15:57:53,ACTIVITY_AGG_TOKEN_SWAP,j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,6981.11275919,27.931574,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe"
4vJPwSvN3bxpsRe92kCK6XKKkjSj3GffBaa4PVb9fEn8yDtBnokdWyh7GD4EKoCUr4eB6j2uoWF7RrFDpZKgDcY2,2025-03-02 15:02:28,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050155,8.94512538036,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
