Signature,Time,Action,From,Amount,Value,Platform,Source
23HnGodNhWtSr5JXXN7JaP4tfMzfGME934Cq7JRBX7F9VMrp4eQaSofnfud4g6cUwFRuurWZFtZHJPhoEUedSgqc,2025-02-28 03:17:32,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.049795,6.519732278400001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"swapFpHZwjELNnjvThjajtiVmkz3yPQEHjLtka2fwHW, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
2Wdh7texsW4yF9ybEX6LJwPUd97ez7QCop5uKgPY4USzUbjrb16RPk9AmskH4Ng4EUGga6Ww2SghecZTisJxFXaS,2025-02-28 02:37:31,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.049585,6.52768161984,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
3XUUeYw6gWk9XX1r5ZFbUQL6QjpjrEPbRvBTRyALLZqQXLHGNUrnQm3zGtTtUG7F7EEKuQGyj35cmVT6nh2PrSQn,2025-02-28 02:37:27,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.0049665,0.65411690656,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
62ARUgAd8hePvboQW46VpafrrNaqdZpVFEXZeZdQX1nYSWuYE4wHdDMb8PXF3j3Fy77adTDAwBdiD4t6N187vNem,2025-02-28 02:37:26,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,624.12283698,2.135850352,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
62ARUgAd8hePvboQW46VpafrrNaqdZpVFEXZeZdQX1nYSWuYE4wHdDMb8PXF3j3Fy77adTDAwBdiD4t6N187vNem,2025-02-28 02:37:26,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,316.91792906,2.074902698353072,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
zUCB3jCQggCJfCJY3eW6SKUhzKxwp5qgddcRu7vdZXhpqRcZFESZpVzzi1mkKVwcTCx2QjmAadtvLVtswJjNqhw,2025-02-28 02:37:25,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,1931.7804752,6.6270067136,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
zUCB3jCQggCJfCJY3eW6SKUhzKxwp5qgddcRu7vdZXhpqRcZFESZpVzzi1mkKVwcTCx2QjmAadtvLVtswJjNqhw,2025-02-28 02:37:25,ACTIVITY_TOKEN_SWAP,5s749uxx2gcdUL9WaDRhLt3Du2KUREhPT1H8QAXrBZzm,980.63967962,6.4222237725082705,CiScaGyP3sRfDMze1wwcEZ9T1EYAss68XePn5bbfYiKL,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
45cahKUCkexP9NmddLMRLUpvhFCKjU2wubwXJJhoqCK4WC3tqbTiygCYng5tpbiwoHNTTVcqJFugWGjy4vgYoztw,2025-02-28 02:37:25,ACTIVITY_TOKEN_SWAP,djS5Q7PF2JQjhPLBZDP42huhZjzEyKRL9BHn9LLMXrK,5789.6182806,20.00867185472,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
45cahKUCkexP9NmddLMRLUpvhFCKjU2wubwXJJhoqCK4WC3tqbTiygCYng5tpbiwoHNTTVcqJFugWGjy4vgYoztw,2025-02-28 02:37:25,ACTIVITY_TOKEN_SWAP,djS5Q7PF2JQjhPLBZDP42huhZjzEyKRL9BHn9LLMXrK,2936.45935481,19.24764466395606,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
byyLNS7j7ffXJRELuqGfWyKo2n4K9KLC7F5Px8oUCnpmWpDeYdcVDQ4gDLQ2f3nVp4WugWSSzVUPX2zTPNNHQQg,2025-02-28 02:37:24,ACTIVITY_AGG_TOKEN_SWAP,H7FYcKV9qAyDZduf1WNp6GyfEtiLdkR7N5hyQEPL9Hya,0.589315004,77.12954772352,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
uJ4314UmZnXLWwR7grk2NkjSFECjVJJJnRFd7BTnJfmk8Cy4yZk3ddGvCcu7V3k7ZYFtFa6vJxKCoaoSVBJCSm1,2025-02-28 02:35:17,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,6195.24408696,21.295200583595726,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
uJ4314UmZnXLWwR7grk2NkjSFECjVJJJnRFd7BTnJfmk8Cy4yZk3ddGvCcu7V3k7ZYFtFa6vJxKCoaoSVBJCSm1,2025-02-28 02:35:17,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,0.15668011,20.540762421,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
33Kk1EPHq6CbDi39whoEdurSJ1cDQkiN8REhQqm3Zo7u2zeprJ3JJHoXoAotgQ6kfEyfdBC218iLppaGrdq3v5oj,2025-02-28 02:35:16,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,16149.00368302,54.037975671299996,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
33Kk1EPHq6CbDi39whoEdurSJ1cDQkiN8REhQqm3Zo7u2zeprJ3JJHoXoAotgQ6kfEyfdBC218iLppaGrdq3v5oj,2025-02-28 02:35:16,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,8181.88288333,55.5053952180824,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4oR4upxBqqYxTdorT8woijYfRtHSBeRJzbPwb1ZWgJ3SmziN2SE3ToVeFZ4TsNwPDwSrSfG1xFqz33LzAfNS65Jf,2025-02-28 01:29:07,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.05047,6.65678540596,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
4kFh4ufPnqZ4SiX6bxUjmMczxgzX4u5FQCywBLrmVRwU4vhcCh5fANMWT6EG25JwgwMeeQ7rAT4jdcs8AsYmaxmA,2025-02-28 00:33:16,ACTIVITY_AGG_TOKEN_SWAP,Afg2VMNwH4q1gxAVdH7YjMt4vhH2cxZt79TVBBN8ooi3,0.013326336,1.7199292743599999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2KDzFRW85vRDfKtxMsm9fH2MGFPsKtYTUifM7PqCvTqv89iH2bzmGtcPJHCU2MhxhtjmouiprcCWdKsGrBVHZmQh,2025-02-28 00:33:15,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04976,6.4154731817999995,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK"
WTha9gkSJFHQzEMRMZpxxDm8yeohfE281yxriERLezJXmBpErSiHWewphGAXe9kYhZBYxG6xB9Z3rZd8zNGJ64m,2025-02-27 19:54:03,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.04983,6.394185589889999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe"
5NzRLvPdWw7SJpbPN869NRRe2TWSdkWA6KzPVk8XWCQMDef7ZZbXXss3WZ8YnGrBf9cwEupT37dbHr6CjykDWVC,2025-02-27 18:42:19,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050465,6.4718522694,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
KAMnmqMm4R57HDYnJESRFajHz5jxpskeFxNBDjzQc7y358ypgwLLLHE2dMupeHLmhWQA2cVDAWfhuuAVLbGns9t,2025-02-27 18:42:18,ACTIVITY_TOKEN_SWAP,FkdDHrM8j8psKbxuwjV1jBKCM2JGPygkj7WCX8sSCzNm,1025.369473,3.5247861150806363,CNCBEUHgsEwXRkc5ov5f42gnHnmtrmv3BoG7TdtyKMen,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
KAMnmqMm4R57HDYnJESRFajHz5jxpskeFxNBDjzQc7y358ypgwLLLHE2dMupeHLmhWQA2cVDAWfhuuAVLbGns9t,2025-02-27 18:42:18,ACTIVITY_TOKEN_SWAP,FkdDHrM8j8psKbxuwjV1jBKCM2JGPygkj7WCX8sSCzNm,0.02662453,3.413264746,CNCBEUHgsEwXRkc5ov5f42gnHnmtrmv3BoG7TdtyKMen,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3tA9LzeCozXmW7qUBt4999PZeBSd1iPpA9kwCGsukVhfVtz36Fvvnrqfqa9nastp6hrrBdGdpZVHMknYNJVPd5dP,2025-02-27 18:42:18,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.050355,6.473461051199999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5t1WuNyooJeMFZ7MANV4vxsHui7gNkYJvcVXhJsKH1qitmicY8cNRHvPC7MGrNDprLD2K9VTjpz1N3RXNTWPZ41Z,2025-02-27 18:42:18,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.049815,6.418088137999999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3d458HpJ6iVRshYYYwaVpGHjLGu6iGHNdTRKokuuyAJfMSSHqLR22Qf4n2CbMVis8PVLWRBfng9vVP9puKLrzPjM,2025-02-27 18:42:17,ACTIVITY_AGG_TOKEN_SWAP,Aaht75BTNLSaH6vVmCWA6rvZW27F2ozBcZ4Wd6SNSjgW,0.049835,6.434690550799999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
jVp4JwtqiAyhHzVm32Dd3vuFBGdVxy3qXP4d6pFdJvmN2FhNE3DukbGu9DUN2X1oG6nLDDyh12U8e1evbyV5moH,2025-02-27 18:41:26,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.049565,6.4162448784,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y"
5fdKhR5kzvvq9Kd3VL33Ck5LYxe3epUpnEHLWSReCwG8dER1ApknUhs4q2xn2PpF33krC7k2GtxJjA1ZZZjjt1dE,2025-02-27 18:31:55,ACTIVITY_AGG_TOKEN_SWAP,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,6470.28230939,22.0026155232,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
tUnhSzWWpp5B1uAg6Edc9YoRG5XxUzUmwyBNPMwmk5WCuAt32wA7gZcoX1es5hQ1zpZ55nhngERafd6ggfRWftY,2025-02-27 18:31:26,ACTIVITY_AGG_TOKEN_SWAP,AQV4b4dwSfSvEGrwsik9Gw8vupNciAh4HtXN5gh1wTkF,0.030595795,4.02148212284,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2XGfkz7oK8QcSJPvYM8R7TmNuE2XwRTq5iZ5epj9RDtWa1hB5kr832JcFcr17PXTcDksfefkoZz2sJmHLVzMfdf9,2025-02-27 18:31:25,ACTIVITY_AGG_TOKEN_SWAP,2CACCYAuRA8TZ7vM8MJQqNmchKc8LP7HpfGYXDsbSG4w,0.05005,6.6183272246,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc, obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y"
qZX9Ur9aEDnJBvCQsAx5KbgZgNUJbYKLFduwQZuEtWBuP4TbxYPN4LJhqjx6fEq4zFd2pRWzK58ABuL1t258mEv,2025-02-27 18:29:49,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,2351.47849189,8.203946099208952,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
qZX9Ur9aEDnJBvCQsAx5KbgZgNUJbYKLFduwQZuEtWBuP4TbxYPN4LJhqjx6fEq4zFd2pRWzK58ABuL1t258mEv,2025-02-27 18:29:49,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,0.06103551,7.9822239978,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
32pUixeBiBUCfs6TpmFkur9m6LKHwH8u4JAj4o4tofbUavoFf6qhGfb2iB5SuwZwkW5XR1cj9YEhmFNVr7AsdX7Q,2025-02-27 18:29:48,ACTIVITY_AGG_TOKEN_SWAP,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,7809.531904,26.64280396336,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5ctyEFbC57B7qgghR7b8T74W3PsZeDpXEzCe5sEC8TNKAsgzAU3JpDHyyb6ouz9ESSdLRt2E4VriWBXT59MkPD8b,2025-02-27 18:29:46,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,917.63672952,3.2026718555240183,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5ctyEFbC57B7qgghR7b8T74W3PsZeDpXEzCe5sEC8TNKAsgzAU3JpDHyyb6ouz9ESSdLRt2E4VriWBXT59MkPD8b,2025-02-27 18:29:46,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,0.024100121,3.15181382438,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4Mm1UALvLr2NjPdiQVtz7buHx2REhQvcYFCCmSYb3UJhbgBegZ1K9GagBPaKU1xhKQENsY1X1N3ZhWbLHu3NPekK,2025-02-27 18:29:45,ACTIVITY_AGG_TOKEN_SWAP,CV6Zkzkn4tutayzNEXK3ZS86qVTnTKkMLFJewMrpmEig,0.092435659,12.146149211820001,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2BtQzXV1QYZ81KiE7rkyc5qFzSVS6D8LMFXsQshHvDp4hUVpGtaFsNPLw2PXYKEUykrB4AYkUyXop1xJUKowy39C,2025-02-27 18:29:45,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,6518.46593618,22.76936293607359,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2BtQzXV1QYZ81KiE7rkyc5qFzSVS6D8LMFXsQshHvDp4hUVpGtaFsNPLw2PXYKEUykrB4AYkUyXop1xJUKowy39C,2025-02-27 18:29:45,ACTIVITY_TOKEN_SWAP,Cyx9uQ2p1tQyLWxTzosemWeQceAgaSFTDejtVyQbPrfi,0.168850201,22.082229286780002,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4bHSV26BBT5xeJNgiYfVehhNZyEwpWNCCmCAwa9CGHGG7gqdJEzMc5W1p9uNpK66NeMZ95eF7FEi9S6TKeqsb222,2025-02-27 18:29:45,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,11974.06216766,41.91335493776794,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4bHSV26BBT5xeJNgiYfVehhNZyEwpWNCCmCAwa9CGHGG7gqdJEzMc5W1p9uNpK66NeMZ95eF7FEi9S6TKeqsb222,2025-02-27 18:29:45,ACTIVITY_TOKEN_SWAP,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,0.304805097,39.86241058566,jitRZ9dgoP64jfcKkptKxzaXf4yy3EN4zPoN9TziheA,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2DKhebJPSTwpBhdHw6m45FCdtKcJ78gq4GRCJguTjEBB3qkKbo6dvmsJKjrcf5xuV1h2ohpk62sykUmgXt6XMM2Y,2025-02-27 18:29:45,ACTIVITY_AGG_TOKEN_SWAP,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,37545.73034422,128.06351513098,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
5g4ebUQCbwjiJMmXY9XugJfuceCKZ4dCGuidCjeKwbahutofQPPPwbRJ9K7jyu4oRFJoaiL9jGAD1SqXDzoeP3uz,2025-02-27 18:29:44,ACTIVITY_AGG_TOKEN_SWAP,CV6Zkzkn4tutayzNEXK3ZS86qVTnTKkMLFJewMrpmEig,0.094726966,13.054641776539999,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,"CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK, CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C"
3fy3S5ix4CPJ5hnvDEzTsunQsMHQ3GHHF7hijnNAhLEfavbqbF5HDSgKmVKx2UHxz4Ey8ajaJQ4cJqxUiq8ETMeV,2025-02-27 18:29:44,ACTIVITY_TOKEN_SWAP,E8bTgCfQLMSrJ6wPaq3GsRaGopzNzGL7RPCUYqRUHSFM,10612.89830677,37.06440951574991,MEDALksSEYQQUBsyjSjmhE1ib6Cn7bRV48MYGQ5oQGY,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3fy3S5ix4CPJ5hnvDEzTsunQsMHQ3GHHF7hijnNAhLEfavbqbF5HDSgKmVKx2UHxz4Ey8ajaJQ4cJqxUiq8ETMeV,2025-02-27 18:29:44,ACTIVITY_TOKEN_SWAP,E8bTgCfQLMSrJ6wPaq3GsRaGopzNzGL7RPCUYqRUHSFM,0.282085614,36.89115659892,MEDALksSEYQQUBsyjSjmhE1ib6Cn7bRV48MYGQ5oQGY,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
2PhkYCw1WacUqYBc23qiiCvcRRqNPj2F4MNTEZc36iFXjvNXGyra4Fwty4dKAFbhr3Y1k33mJXDovmSStgEDJ3EB,2025-02-27 18:29:44,ACTIVITY_AGG_TOKEN_SWAP,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,37485.7531392,133.74776163762,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3xQ21W6y4ZJ1NsEkESdseDJJa6FYAAUYCrMNdJuXHgKRafAbxjrKtkJeMsMwBmq6viSSPxR28F4wK15det2r7ukK,2025-02-27 18:29:44,ACTIVITY_TOKEN_SWAP,E8bTgCfQLMSrJ6wPaq3GsRaGopzNzGL7RPCUYqRUHSFM,9211.10250149,32.31920932205106,MEDALksSEYQQUBsyjSjmhE1ib6Cn7bRV48MYGQ5oQGY,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3xQ21W6y4ZJ1NsEkESdseDJJa6FYAAUYCrMNdJuXHgKRafAbxjrKtkJeMsMwBmq6viSSPxR28F4wK15det2r7ukK,2025-02-27 18:29:44,ACTIVITY_TOKEN_SWAP,E8bTgCfQLMSrJ6wPaq3GsRaGopzNzGL7RPCUYqRUHSFM,0.2583311,33.784541258,MEDALksSEYQQUBsyjSjmhE1ib6Cn7bRV48MYGQ5oQGY,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3pWw3ysbCcrenJUty4nwKWxvBXpJfHf99vEY76QQmPYZ4FgpSU3RiryzR1jfYRsp8ytAKKY6NjZomh9N3oBsJrt7,2025-02-27 18:29:43,ACTIVITY_AGG_TOKEN_SWAP,j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,39047.65952,147.55531629825998,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
4SasNVKQAL5vyBjBcDTF588FaE5YVKbDMEFiJF3aCif1PRMmMhAfX2qBBy5caJiH15B9JAcHVvrH7wG646pA7vJW,2025-02-27 18:29:42,ACTIVITY_AGG_TOKEN_SWAP,j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,8000.0,31.69587846464,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
jeCj2BTrtfwk52g7nXrL8fKQQvSU7yC8ahwa2qs3c4Ej8uUVmBkHa63u91iNt3g25Lb6S5scF8axQ56va3p5au5,2025-02-27 18:29:33,ACTIVITY_AGG_TOKEN_SWAP,Dp5ushLtg4AP8PgYNYMxV1sGoFF9sf2QpL2LDNAn6Y7H,0.024798349,3.25538478382,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3VTEoQ2HkPhuDB4ueuDm58FmDamUkzgcw2YcSWC4c7jNTXRKuBcUPxk8uk2dDZgjZrc3g8fr8qqwjZk2gFZrihgN,2025-02-27 18:29:32,ACTIVITY_TOKEN_SWAP,djS5Q7PF2JQjhPLBZDP42huhZjzEyKRL9BHn9LLMXrK,1129.13611831,3.9671831025837667,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3VTEoQ2HkPhuDB4ueuDm58FmDamUkzgcw2YcSWC4c7jNTXRKuBcUPxk8uk2dDZgjZrc3g8fr8qqwjZk2gFZrihgN,2025-02-27 18:29:32,ACTIVITY_TOKEN_SWAP,djS5Q7PF2JQjhPLBZDP42huhZjzEyKRL9BHn9LLMXrK,0.03439836,4.498617520800001,7WSohvZ4GS9WSn6akRY8A7a1qfzSvGKfEvhLbypA3n8x,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
3USfu6L4N9HcAr3AGXzb3EXrUJq1m4CnhgZyCaW2bUbDpir5b3sa6q65t2FRmNuHd6tut8B9mbvTFzFCNobZLphd,2025-02-27 18:29:32,ACTIVITY_TOKEN_SWAP,8pY1AukbuPgUE3EetyLa59rFLMimJGT94ZzbMEZcQF4w,1316.31661894,4.626113912923918,36n7LQQHN6CCtDdpPvuoRqsASpTKQeDHDt4Dj81XC7ag,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
